timestamp,id_cursa,id_camion,locatie_start,locatie_stop,distanta_km,ora_start,viteza_medie_curenta,conditii_meteo,intensitate_trafic,volum_marfa_m3,ett_real_min
12/5/2025 5:04,134,14,DEP_AG,DEP_GL,403.3,5:40:00,64.8,Senin,85,11.9,424.5
12/2/2025 19:17,39,19,HUB_CLJ,DEP_TM,223.9,19:21:00,78.1,Senin,10,37.6,256.5
12/3/2025 0:14,57,17,HUB_BUC,DEP_CT,291.3,1:40:00,76.8,Senin,10,38.4,289.9
12/3/2025 22:26,59,19,HUB_CLJ,HUB_IASI,386.2,18:32:00,74.9,Senin,7,49.5,428.2
12/2/2025 14:42,108,8,HUB_BUC,DEP_AG,224.4,13:32:00,67.1,Senin,86,52.4,222.5
12/2/2025 15:27,92,12,DEP_BV,DEP_AG,416.4,15:59:00,59.1,Senin,94,25.4,410.3
12/2/2025 12:04,75,15,DEP_BV,DEP_GL,328.5,9:36:00,76.3,Senin,10,44.3,353.4
11/29/2025 12:05,41,1,HUB_CLJ,DEP_BV,318.6,13:25:00,76.1,Senin,10,16.1,395.7
12/3/2025 8:29,79,19,DEP_AG,DEP_CT,413.3,3:53:00,79.6,Senin,10,15.8,391.2
12/1/2025 19:00,71,11,HUB_IASI,HUB_BUC,311,20:18:00,82.2,Senin,10,32.6,273.1
12/2/2025 16:18,50,10,DEP_GL,DEP_AG,360,16:34:00,64.1,Senin,94,27,342.2
12/2/2025 14:49,34,14,HUB_CLJ,HUB_BUC,374.4,11:07:00,53.9,Senin,73,12.4,404.5
11/30/2025 21:29,47,7,HUB_CLJ,DEP_GL,378,19:11:00,82.5,Ceata,10,18.3,448.2
12/1/2025 13:12,69,9,DEP_GL,DEP_CT,313,14:14:00,81.6,Senin,10,34.8,290.2
12/2/2025 12:10,31,11,DEP_CT,DEP_BV,240.6,13:44:00,81.3,Senin,10,28.9,297.7
12/1/2025 13:06,19,19,DEP_TM,HUB_BUC,364.7,9:30:00,82.3,Senin,10,27.1,426.1
11/30/2025 7:43,46,6,HUB_BUC,DEP_TM,330.8,4:31:00,50,Ceata,83,15.5,370.8
12/3/2025 15:23,58,18,DEP_CT,HUB_IASI,419.1,12:21:00,66.3,Senin,75,28.1,392
11/29/2025 17:41,4,4,HUB_IASI,DEP_GL,107.8,18:35:00,77.2,Senin,10,14.9,113.3
12/1/2025 15:58,69,9,DEP_GL,DEP_CT,313,14:14:00,62.9,Senin,78,34.8,290.2
12/1/2025 4:09,82,2,HUB_BUC,DEP_TM,345.1,1:31:00,82.8,Senin,10,16.9,406.5
11/29/2025 16:49,44,4,HUB_BUC,HUB_IASI,385.5,15:59:00,54.7,Senin,74,23.1,485.7
12/3/2025 22:11,129,9,DEP_BV,DEP_CT,126.2,21:29:00,74.7,Senin,10,44.8,144.5
12/3/2025 3:27,95,15,HUB_IASI,DEP_AG,418.4,1:57:00,77.2,Senin,10,50.6,505.2
11/30/2025 19:08,14,14,DEP_TM,HUB_IASI,288.5,20:20:00,78.5,Senin,10,52,332
12/3/2025 18:01,125,5,HUB_BUC,DEP_BV,315.4,14:55:00,81.4,Senin,10,17.2,364.2
11/29/2025 20:53,12,12,HUB_CLJ,DEP_CT,318.5,21:09:00,83.2,Vant,10,38,378.7
12/3/2025 2:35,95,15,HUB_IASI,DEP_AG,418.4,1:57:00,74.1,Senin,18,50.6,505.2
12/1/2025 19:14,85,5,DEP_GL,HUB_CLJ,379,20:06:00,76.5,Senin,10,17.1,336.8
12/3/2025 13:07,58,18,DEP_CT,HUB_IASI,419.1,12:21:00,81.7,Senin,10,28.1,392
11/30/2025 7:24,61,1,DEP_GL,HUB_IASI,368.3,7:16:00,56.6,Senin,82,21.5,394.9
12/2/2025 2:20,86,6,DEP_BV,HUB_BUC,238.3,3:44:00,74.9,Senin,19,12.3,289.7
12/5/2025 19:09,118,18,DEP_BV,DEP_GL,102.5,20:39:00,77.8,Senin,10,28,131.3
11/30/2025 17:32,27,7,HUB_BUC,HUB_CLJ,296.3,15:52:00,83.6,Senin,10,24.5,289.7
12/3/2025 6:53,77,17,HUB_IASI,DEP_AG,128.7,8:23:00,43.9,Senin,60,47.2,120.3
12/3/2025 10:47,53,13,HUB_CLJ,HUB_BUC,305.6,8:37:00,82.1,Senin,10,47.2,308
12/2/2025 1:47,93,13,DEP_CT,DEP_GL,192.7,1:35:00,78,Senin,16,50.6,233.7
12/3/2025 15:05,99,19,DEP_BV,DEP_AG,317.1,12:25:00,55.9,Senin,71,41.8,320.9
12/2/2025 16:21,92,12,DEP_BV,DEP_AG,416.4,15:59:00,60.3,Senin,83,25.4,410.3
11/30/2025 15:42,27,7,HUB_BUC,HUB_CLJ,296.3,15:52:00,59,Senin,84,24.5,289.7
11/30/2025 5:23,46,6,HUB_BUC,DEP_TM,330.8,4:31:00,49.9,Senin,89,15.5,370.8
12/2/2025 12:48,30,10,DEP_CT,DEP_TM,270.8,11:24:00,56.6,Ploaie,10,36.8,237.2
12/7/2025 21:42,139,19,DEP_BV,HUB_CLJ,103.4,22:24:00,80.5,Senin,10,20.8,110.8
12/4/2025 16:21,60,20,DEP_GL,DEP_BV,434.4,18:05:00,69.2,Senin,89,29.7,397.3
12/3/2025 17:16,126,6,DEP_TM,DEP_CT,292.9,16:32:00,82.1,Senin,10,28.4,337.3
12/3/2025 0:35,95,15,HUB_IASI,DEP_AG,418.4,1:57:00,50.6,Ploaie,13,50.6,505.2
12/2/2025 21:14,52,12,DEP_BV,DEP_AG,384.9,17:44:00,82.4,Senin,10,31.9,466.9
12/2/2025 11:20,49,9,DEP_BV,DEP_TM,311.6,8:18:00,78.4,Senin,10,29.1,391
12/2/2025 18:42,76,16,DEP_AG,HUB_CLJ,267.4,19:54:00,78.7,Senin,10,15.9,255.1
11/29/2025 17:50,8,8,DEP_CT,DEP_BV,320.3,15:14:00,76.3,Senin,10,14.7,307
12/6/2025 0:17,120,20,DEP_CT,DEP_BV,266.8,23:35:00,53.8,Ninsoare,10,41.8,265.6
12/3/2025 4:01,79,19,DEP_AG,DEP_CT,413.3,3:53:00,78.6,Senin,10,15.8,391.2
12/2/2025 20:48,110,10,DEP_CT,DEP_TM,428.1,19:58:00,80.1,Senin,10,19,496.2
12/5/2025 10:49,135,15,HUB_IASI,DEP_CT,349.1,9:17:00,78.1,Senin,10,16.1,324.6
12/1/2025 2:10,70,10,DEP_TM,DEP_AG,285.7,3:06:00,77.4,Vant,16,37.7,290
12/4/2025 23:03,130,10,HUB_CLJ,HUB_IASI,211.9,21:53:00,71.7,Senin,20,11.6,186
12/2/2025 21:10,110,10,DEP_CT,DEP_TM,428.1,19:58:00,82.7,Senin,10,19,496.2
12/2/2025 16:55,92,12,DEP_BV,DEP_AG,416.4,15:59:00,51.3,Senin,79,25.4,410.3
11/29/2025 13:37,5,5,DEP_BV,HUB_BUC,375.6,14:21:00,77.1,Senin,10,41.1,453.7
12/1/2025 1:43,82,2,HUB_BUC,DEP_TM,345.1,1:31:00,74.6,Senin,19,16.9,406.5
11/30/2025 18:27,26,6,DEP_BV,DEP_TM,432.4,14:15:00,80.9,Senin,10,23,535.3
12/3/2025 21:23,115,15,DEP_GL,DEP_TM,227,22:53:00,78.8,Senin,10,46.8,198.6
12/1/2025 9:23,64,4,HUB_CLJ,DEP_BV,387.4,4:03:00,76.2,Senin,10,14.1,448.8
11/30/2025 6:20,61,1,DEP_GL,HUB_IASI,368.3,7:16:00,48.3,Senin,90,21.5,394.9
12/1/2025 17:03,65,5,DEP_CT,DEP_BV,305.4,15:19:00,82.1,Senin,10,21.4,310.8
12/1/2025 11:08,66,6,HUB_CLJ,DEP_AG,111.3,12:48:00,82.8,Senin,10,38.9,132.9
11/29/2025 22:47,12,12,HUB_CLJ,DEP_CT,318.5,21:09:00,70.8,Senin,13,38,378.7
12/2/2025 15:19,35,15,DEP_BV,HUB_CLJ,221.8,15:09:00,59,Senin,83,51,216
12/2/2025 11:22,109,9,HUB_IASI,DEP_BV,128.3,10:52:00,77.1,Senin,10,35.6,156.6
12/2/2025 15:29,91,11,DEP_TM,HUB_CLJ,288.4,14:45:00,56.1,Senin,90,20.8,345.9
11/29/2025 1:32,11,11,DEP_GL,DEP_TM,250,0:14:00,71.4,Senin,12,47.6,294.6
12/2/2025 11:25,36,16,DEP_AG,DEP_CT,386.1,7:35:00,76.3,Senin,10,49.7,367.9
12/2/2025 18:23,91,11,DEP_TM,HUB_CLJ,288.4,14:45:00,79.1,Senin,10,20.8,345.9
12/2/2025 5:25,102,2,DEP_AG,HUB_BUC,381.7,6:37:00,49.7,Senin,86,25.6,475.2
12/2/2025 6:43,88,8,DEP_CT,HUB_IASI,437.9,3:05:00,63.7,Senin,72,37.4,552
12/2/2025 11:02,72,12,DEP_AG,HUB_CLJ,257.9,9:20:00,81.5,Ceata,10,39.8,237
12/1/2025 4:32,15,15,DEP_BV,HUB_IASI,295.3,4:26:00,81.8,Senin,10,14.5,379.1
12/3/2025 13:19,125,5,HUB_BUC,DEP_BV,315.4,14:55:00,83.7,Senin,10,17.2,364.2
11/30/2025 18:37,63,3,DEP_GL,DEP_TM,391.2,19:07:00,76.9,Senin,10,34,380
12/1/2025 17:45,18,18,DEP_BV,DEP_TM,319.3,17:33:00,79.6,Senin,10,50.5,305.1
12/3/2025 19:11,78,18,DEP_BV,DEP_AG,135.2,18:33:00,76.2,Senin,10,35.8,167.9
11/29/2025 17:58,8,8,DEP_CT,DEP_BV,320.3,15:14:00,80.5,Senin,10,14.7,307
12/4/2025 9:09,116,16,HUB_BUC,DEP_BV,419.6,7:25:00,79.2,Senin,10,52.9,414.2
11/30/2025 20:26,28,8,DEP_AG,DEP_CT,415.8,20:40:00,82.6,Senin,10,49.3,383.2
12/5/2025 11:31,133,13,DEP_AG,HUB_CLJ,352.9,10:43:00,81.7,Senin,10,37.2,327.4
12/2/2025 15:06,101,1,HUB_IASI,DEP_TM,285.8,14:40:00,68,Senin,93,53,354.2
12/2/2025 11:14,72,12,DEP_AG,HUB_CLJ,257.9,9:20:00,80.4,Senin,10,39.8,237
12/3/2025 17:19,78,18,DEP_BV,DEP_AG,135.2,18:33:00,80.5,Senin,10,35.8,167.9
12/5/2025 9:52,134,14,DEP_AG,DEP_GL,403.3,5:40:00,81.7,Senin,10,11.9,424.5
12/2/2025 9:21,36,16,DEP_AG,DEP_CT,386.1,7:35:00,81.3,Senin,10,49.7,367.9
12/2/2025 20:58,110,10,DEP_CT,DEP_TM,428.1,19:58:00,80.4,Senin,10,19,496.2
12/2/2025 23:25,113,13,HUB_CLJ,DEP_BV,311.7,0:51:00,77.8,Senin,17,29.9,391.9
12/1/2025 0:40,28,8,DEP_AG,DEP_CT,415.8,20:40:00,81.6,Senin,11,49.3,383.2
12/1/2025 15:57,18,18,DEP_BV,DEP_TM,319.3,17:33:00,53.2,Senin,92,50.5,305.1
12/4/2025 18:11,60,20,DEP_GL,DEP_BV,434.4,18:05:00,81.4,Senin,10,29.7,397.3
11/29/2025 15:09,44,4,HUB_BUC,HUB_IASI,385.5,15:59:00,53.3,Senin,70,23.1,485.7
12/2/2025 3:17,93,13,DEP_CT,DEP_GL,192.7,1:35:00,76.1,Senin,10,50.6,233.7
12/5/2025 8:20,134,14,DEP_AG,DEP_GL,403.3,5:40:00,76.6,Senin,10,11.9,424.5
11/30/2025 5:39,46,6,HUB_BUC,DEP_TM,330.8,4:31:00,45.1,Senin,77,15.5,370.8
12/1/2025 19:34,71,11,HUB_IASI,HUB_BUC,311,20:18:00,80,Senin,10,32.6,273.1
11/29/2025 2:01,42,2,DEP_BV,HUB_CLJ,174.2,2:53:00,70.9,Senin,19,40.1,221.6
11/30/2025 21:24,28,8,DEP_AG,DEP_CT,415.8,20:40:00,79,Senin,10,49.3,383.2
12/3/2025 19:07,125,5,HUB_BUC,DEP_BV,315.4,14:55:00,77.1,Senin,10,17.2,364.2
12/3/2025 2:58,112,12,DEP_GL,DEP_BV,385,4:00:00,79.6,Senin,20,32.9,363.6
12/6/2025 21:49,138,18,DEP_BV,DEP_CT,285.1,23:17:00,76.4,Senin,10,22.4,245.4
12/3/2025 12:16,98,18,DEP_TM,DEP_AG,119.1,13:38:00,76,Senin,10,14.4,129.3
12/2/2025 6:17,73,13,DEP_TM,DEP_AG,112.4,7:01:00,30.3,Ninsoare,63,33.8,117.4
12/2/2025 12:16,75,15,DEP_BV,DEP_GL,328.5,9:36:00,82.5,Senin,10,44.3,353.4
12/2/2025 3:13,40,20,HUB_BUC,DEP_GL,396.9,3:17:00,81.9,Senin,10,18.5,371.1
12/2/2025 23:32,52,12,DEP_BV,DEP_AG,384.9,17:44:00,52.5,Ninsoare,8,31.9,466.9
12/1/2025 18:39,65,5,DEP_CT,DEP_BV,305.4,15:19:00,78.8,Senin,10,21.4,310.8
12/2/2025 20:54,52,12,DEP_BV,DEP_AG,384.9,17:44:00,80.1,Senin,10,31.9,466.9
11/29/2025 14:22,8,8,DEP_CT,DEP_BV,320.3,15:14:00,64.8,Senin,75,14.7,307
11/29/2025 17:07,4,4,HUB_IASI,DEP_GL,107.8,18:35:00,81.2,Senin,10,14.9,113.3
12/3/2025 19:10,122,2,DEP_BV,HUB_CLJ,155.4,19:04:00,76.4,Senin,10,27.2,166.4
12/3/2025 7:57,53,13,HUB_CLJ,HUB_BUC,305.6,8:37:00,40.5,Ploaie,60,47.2,308
12/4/2025 18:23,60,20,DEP_GL,DEP_BV,434.4,18:05:00,82.3,Senin,10,29.7,397.3
11/29/2025 12:05,7,7,DEP_GL,HUB_IASI,139.3,13:59:00,77.5,Senin,10,48.3,144.6
12/3/2025 15:18,97,17,HUB_CLJ,DEP_AG,392.2,13:18:00,67.8,Senin,90,34.5,337
12/1/2025 15:17,68,8,DEP_GL,DEP_AG,234.7,13:55:00,70.2,Senin,80,11.2,283
12/3/2025 16:36,97,17,HUB_CLJ,DEP_AG,392.2,13:18:00,56.7,Senin,93,34.5,337
12/5/2025 9:09,135,15,HUB_IASI,DEP_CT,349.1,9:17:00,79.2,Senin,10,16.1,324.6
11/29/2025 16:25,41,1,HUB_CLJ,DEP_BV,318.6,13:25:00,34.7,Ploaie,87,16.1,395.7
12/1/2025 18:29,84,4,DEP_CT,HUB_BUC,342.8,14:13:00,76.3,Senin,10,23.5,429.5
12/1/2025 2:56,83,3,DEP_GL,DEP_BV,227.9,0:30:00,77.4,Senin,19,28.7,276.7
12/6/2025 0:31,120,20,DEP_CT,DEP_BV,266.8,23:35:00,73.5,Senin,7,41.8,265.6
12/1/2025 3:53,64,4,HUB_CLJ,DEP_BV,387.4,4:03:00,78,Senin,10,14.1,448.8
12/2/2025 15:51,34,14,HUB_CLJ,HUB_BUC,374.4,11:07:00,53.9,Senin,95,12.4,404.5
11/30/2025 3:11,46,6,HUB_BUC,DEP_TM,330.8,4:31:00,76.7,Senin,10,15.5,370.8
12/2/2025 16:06,38,18,DEP_TM,DEP_AG,317.1,12:36:00,65.7,Senin,83,13,322.8
11/29/2025 0:17,6,6,HUB_IASI,HUB_CLJ,284.9,0:45:00,81.8,Senin,16,22.4,270.6
12/3/2025 9:51,80,20,DEP_BV,DEP_TM,426.5,5:57:00,83.6,Senin,10,40.6,437.8
12/2/2025 18:29,39,19,HUB_CLJ,DEP_TM,223.9,19:21:00,81.1,Senin,10,37.6,256.5
11/29/2025 18:36,8,8,DEP_CT,DEP_BV,320.3,15:14:00,78.8,Senin,10,14.7,307
12/1/2025 21:38,71,11,HUB_IASI,HUB_BUC,311,20:18:00,77.4,Senin,10,32.6,273.1
12/4/2025 20:51,117,17,DEP_GL,HUB_BUC,128.1,21:41:00,80.8,Senin,10,15.2,160.3
11/30/2025 19:20,14,14,DEP_TM,HUB_IASI,288.5,20:20:00,79.5,Senin,10,52,332
11/28/2025 22:23,3,3,HUB_IASI,DEP_TM,320.3,21:17:00,81.2,Senin,8,53.2,312.5
12/2/2025 0:25,48,8,HUB_IASI,HUB_CLJ,388.9,21:09:00,78.7,Senin,20,45,411.8
12/2/2025 6:34,105,5,DEP_TM,DEP_CT,419.4,1:02:00,53.6,Senin,81,30.5,467.4
12/2/2025 22:36,94,14,HUB_BUC,DEP_AG,205.9,21:20:00,76.3,Senin,5,30.9,195
11/30/2025 17:18,27,7,HUB_BUC,HUB_CLJ,296.3,15:52:00,78.7,Senin,10,24.5,289.7
11/29/2025 17:29,5,5,DEP_BV,HUB_BUC,375.6,14:21:00,78.5,Senin,10,41.1,453.7
12/5/2025 18:39,131,11,HUB_CLJ,DEP_BV,432,12:27:00,80.2,Senin,10,47,511.7
12/2/2025 11:12,30,10,DEP_CT,DEP_TM,270.8,11:24:00,76.6,Senin,10,36.8,237.2
12/2/2025 13:24,101,1,HUB_IASI,DEP_TM,285.8,14:40:00,78.5,Senin,10,53,354.2
12/3/2025 0:48,57,17,HUB_BUC,DEP_CT,291.3,1:40:00,78.7,Vant,8,38.4,289.9
12/1/2025 16:03,65,5,DEP_CT,DEP_BV,305.4,15:19:00,54.6,Senin,88,21.4,310.8
12/1/2025 19:55,18,18,DEP_BV,DEP_TM,319.3,17:33:00,81,Senin,10,50.5,305.1
12/1/2025 7:11,16,16,DEP_AG,DEP_TM,282.5,4:55:00,47,Senin,62,39.6,293.8
11/29/2025 10:26,9,9,DEP_CT,DEP_AG,398,11:04:00,79.5,Senin,10,37.2,415.6
12/2/2025 7:49,88,8,DEP_CT,HUB_IASI,437.9,3:05:00,48.8,Senin,78,37.4,552
11/29/2025 18:29,5,5,DEP_BV,HUB_BUC,375.6,14:21:00,82.4,Senin,10,41.1,453.7
12/2/2025 4:22,105,5,DEP_TM,DEP_CT,419.4,1:02:00,83.4,Senin,10,30.5,467.4
12/3/2025 1:04,110,10,DEP_CT,DEP_TM,428.1,19:58:00,75.5,Senin,10,19,496.2
12/5/2025 22:36,136,16,DEP_CT,HUB_CLJ,285.5,23:22:00,74.8,Senin,6,42.5,344.8
12/1/2025 10:08,19,19,DEP_TM,HUB_BUC,364.7,9:30:00,81.9,Senin,10,27.1,426.1
11/29/2025 0:37,3,3,HUB_IASI,DEP_TM,320.3,21:17:00,78.1,Senin,8,53.2,312.5
12/4/2025 6:27,116,16,HUB_BUC,DEP_BV,419.6,7:25:00,58.1,Senin,70,52.9,414.2
11/29/2025 16:02,9,9,DEP_CT,DEP_AG,398,11:04:00,61.2,Senin,70,37.2,415.6
12/2/2025 11:32,109,9,HUB_IASI,DEP_BV,128.3,10:52:00,82.5,Senin,10,35.6,156.6
12/1/2025 4:57,64,4,HUB_CLJ,DEP_BV,387.4,4:03:00,79.6,Senin,10,14.1,448.8
12/1/2025 4:51,64,4,HUB_CLJ,DEP_BV,387.4,4:03:00,76.5,Senin,10,14.1,448.8
12/2/2025 22:02,52,12,DEP_BV,DEP_AG,384.9,17:44:00,71.5,Senin,12,31.9,466.9
11/29/2025 14:29,41,1,HUB_CLJ,DEP_BV,318.6,13:25:00,58.5,Senin,70,16.1,395.7
12/3/2025 6:12,54,14,DEP_AG,HUB_BUC,270.7,6:52:00,44.3,Senin,66,21.8,238.7
11/30/2025 5:47,46,6,HUB_BUC,DEP_TM,330.8,4:31:00,42.7,Senin,66,15.5,370.8
12/4/2025 6:47,116,16,HUB_BUC,DEP_BV,419.6,7:25:00,44.5,Senin,74,52.9,414.2
12/1/2025 9:56,19,19,DEP_TM,HUB_BUC,364.7,9:30:00,80.9,Senin,10,27.1,426.1
12/3/2025 18:22,111,11,DEP_AG,HUB_CLJ,229.3,18:54:00,82,Senin,10,28.2,227
11/30/2025 21:25,47,7,HUB_CLJ,DEP_GL,378,19:11:00,77,Senin,10,18.3,448.2
12/3/2025 18:32,122,2,DEP_BV,HUB_CLJ,155.4,19:04:00,80.5,Senin,10,27.2,166.4
11/30/2025 8:37,13,13,DEP_TM,DEP_AG,122.5,8:11:00,81.9,Senin,10,11.1,149.3
12/5/2025 13:29,131,11,HUB_CLJ,DEP_BV,432,12:27:00,83.8,Senin,10,47,511.7
12/2/2025 15:56,31,11,DEP_CT,DEP_BV,240.6,13:44:00,50.9,Senin,75,28.9,297.7
12/2/2025 4:12,107,7,HUB_CLJ,DEP_AG,102.4,5:48:00,79.5,Senin,10,41.9,126.9
12/4/2025 6:45,116,16,HUB_BUC,DEP_BV,419.6,7:25:00,38.5,Senin,76,52.9,414.2
12/2/2025 6:30,103,3,HUB_IASI,DEP_AG,321.5,5:50:00,47.2,Senin,84,40,294.9
12/3/2025 20:48,59,19,HUB_CLJ,HUB_IASI,386.2,18:32:00,81.3,Senin,10,49.5,428.2
12/2/2025 3:23,37,17,HUB_CLJ,DEP_TM,147.2,2:47:00,81.6,Senin,10,23.9,182.7
12/3/2025 17:43,78,18,DEP_BV,DEP_AG,135.2,18:33:00,57.5,Ploaie,10,35.8,167.9
11/29/2025 4:05,42,2,DEP_BV,HUB_CLJ,174.2,2:53:00,81.3,Ceata,10,40.1,221.6
12/1/2025 23:45,93,13,DEP_CT,DEP_GL,192.7,1:35:00,77.6,Senin,10,50.6,233.7
12/6/2025 22:55,138,18,DEP_BV,DEP_CT,285.1,23:17:00,74.2,Senin,9,22.4,245.4
12/5/2025 8:48,134,14,DEP_AG,DEP_GL,403.3,5:40:00,82.7,Senin,10,11.9,424.5
12/2/2025 11:29,102,2,DEP_AG,HUB_BUC,381.7,6:37:00,78.1,Senin,10,25.6,475.2
12/2/2025 21:34,110,10,DEP_CT,DEP_TM,428.1,19:58:00,81.6,Senin,10,19,496.2
12/2/2025 6:20,86,6,DEP_BV,HUB_BUC,238.3,3:44:00,55.7,Senin,61,12.3,289.7
12/1/2025 6:34,15,15,DEP_BV,HUB_IASI,295.3,4:26:00,54,Senin,69,14.5,379.1
12/3/2025 13:32,97,17,HUB_CLJ,DEP_AG,392.2,13:18:00,80.4,Senin,10,34.5,337
12/3/2025 4:19,79,19,DEP_AG,DEP_CT,413.3,3:53:00,57.4,Ploaie,10,15.8,391.2
12/1/2025 0:33,47,7,HUB_CLJ,DEP_GL,378,19:11:00,77,Senin,20,18.3,448.2
12/2/2025 7:28,87,7,DEP_CT,HUB_CLJ,353.7,1:58:00,41.6,Senin,76,30.4,444
11/29/2025 13:40,8,8,DEP_CT,DEP_BV,320.3,15:14:00,77.8,Senin,10,14.7,307
11/29/2025 2:26,11,11,DEP_GL,DEP_TM,250,0:14:00,74.8,Senin,5,47.6,294.6
12/2/2025 15:46,31,11,DEP_CT,DEP_BV,240.6,13:44:00,48,Senin,83,28.9,297.7
12/2/2025 12:52,49,9,DEP_BV,DEP_TM,311.6,8:18:00,76.9,Senin,10,29.1,391
12/1/2025 6:46,15,15,DEP_BV,HUB_IASI,295.3,4:26:00,62.2,Senin,68,14.5,379.1
12/2/2025 7:45,36,16,DEP_AG,DEP_CT,386.1,7:35:00,52.8,Senin,62,49.7,367.9
12/2/2025 11:04,90,10,HUB_BUC,DEP_AG,329.7,12:54:00,80.2,Senin,10,41.8,332
12/2/2025 1:00,29,9,DEP_TM,DEP_GL,321.6,21:38:00,77.9,Senin,5,24.4,344
12/3/2025 3:45,113,13,HUB_CLJ,DEP_BV,311.7,0:51:00,79.9,Senin,10,29.9,391.9
12/2/2025 23:45,113,13,HUB_CLJ,DEP_BV,311.7,0:51:00,78,Senin,19,29.9,391.9
12/1/2025 14:14,81,1,HUB_CLJ,DEP_TM,150.4,14:12:00,51.1,Senin,82,36.8,189.5
